@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:eIssn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,freetoread.value,freetoreadLabel.value,prism:issn,pii,prism:issueIdentifier,prism:isbn,pubmed-id,@_fa,affilname,affiliation-city,affiliation-country,language,year,main_author
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85212855492'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85212855492?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85212855492&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85212855492&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85212855492,SCOPUS_ID:85212855492,2-s2.0-85212855492,Technological Innovations and Their Impact on Urban Sustainability: Case Studies from Smart Cities,Vats S.,"2024 15th International Conference on Computing Communication and Networking Technologies, ICCCNT 2024",,,,2024-01-01,2024,10.1109/ICCCNT61001.2024.10726160,0,Conference Proceeding,cp,Conference Paper,,21101265507,0,False,,,,,,"[{'@_fa': 'true', '$': '[9798350370249]'}]",,true,Graphic Era Hill University,Dehradun,India,en,2024,Vats S.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85211832382'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85211832382?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85211832382&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85211832382&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/3-s2.0-B9780443288845000038'}]",https://api.elsevier.com/content/abstract/scopus_id/85211832382,SCOPUS_ID:85211832382,2-s2.0-85211832382,Digital twins tools and technologies,Shafik W.,Digital Twins for Smart Cities and Villages,,,55-80,2024-01-01,1 January 2024,10.1016/B978-0-443-28884-5.00003-8,0,Book,ch,Book Chapter,,21101263217,0,False,,,,,,"[{'@_fa': 'true', '$': '[9780443288845, 9780443288852]'}]",,true,Universiti Brunei Darussalam,Bandar Seri Begawan,Brunei Darussalam,en,2024,Shafik W.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85211763891'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85211763891?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85211763891&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85211763891&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85211763891,SCOPUS_ID:85211763891,2-s2.0-85211763891,Robust SmartCityAI Lakehouse: IKN (New Capital City of Indonesia) Case Study,Hermanus D.R.,"11th International Conference on ICT for Smart Society: Integrating Data and Artificial Intelligence for a Resilient and Sustainable Future Living, ICISS 2024 - Proceeding",,,,2024-01-01,2024,10.1109/ICISS62896.2024.10751179,0,Conference Proceeding,cp,Conference Paper,,21101263151,0,False,,,,,,"[{'@_fa': 'true', '$': '[9798350389654]'}]",,true,Bina Nusantara University,Jakarta,Indonesia,en,2024,Hermanus D.R.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85209590604'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85209590604?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85209590604&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85209590604&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85209590604,SCOPUS_ID:85209590604,2-s2.0-85209590604,"Evaluating third places, walkability, and positive mood in Los Angeles, USA: using social media data",Lee N.,Cities and Health,,,,2024-01-01,2024,10.1080/23748834.2024.2421102,0,Journal,ar,Article,,21101055039,0,False,,,23748834,,,,,true,University of Wisconsin-Milwaukee,Milwaukee,United States,en,2024,Lee N.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85208282948'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85208282948?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85208282948&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85208282948&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85208282948,SCOPUS_ID:85208282948,2-s2.0-85208282948,ADC-CPANet：A remote sensing image classification method based on local-global feature fusion,Wang W.,National Remote Sensing Bulletin,,28,2661-2672,2024-01-01,2024,10.11834/jrs.20232658,0,Journal,ar,Article,,21100248003,1,True,"[{'$': 'all'}, {'$': 'publisherfree2read'}]","[{'$': 'All Open Access'}, {'$': 'Bronze'}]",10074619,,10,,,true,Changsha University of Science and Technology,Changsha,China,en,2024,Wang W.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85206616442'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85206616442?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85206616442&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85206616442&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85206616442,SCOPUS_ID:85206616442,2-s2.0-85206616442,Algorithms and geo-discrimination risk: What hazards for smart cities’ development?,De Falco C.C.,"Smart Cities: Lock-in, Path-dependence and Non-linearity of Digitalization and Smartification",,,104-117,2024-01-01,1 January 2024,10.1201/9781003415930-10,1,Book,ch,Book Chapter,,21101254154,1,True,"[{'$': 'all'}, {'$': 'publisherfullgold'}]","[{'$': 'All Open Access'}, {'$': 'Gold'}]",,,,"[{'@_fa': 'true', '$': '[9781040121313, 9781032539508]'}]",,true,Università degli Studi di Napoli Federico II,Naples,Italy,en,2024,De Falco C.C.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85204682489'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85204682489?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85204682489&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85204682489&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85204682489,SCOPUS_ID:85204682489,2-s2.0-85204682489,A data-driven approach to enhance urban infrastructure for sustainable mobility and improved quality of life in highly populated cities. Case study: Barcelona,Sanchez-Sepulveda M.V.,Frontiers in Built Environment,22973362,10,,2024-01-01,2024,10.3389/fbuil.2024.1439700,0,Journal,ar,Article,1439700,21100897005,1,True,"[{'$': 'all'}, {'$': 'publisherfullgold'}]","[{'$': 'All Open Access'}, {'$': 'Gold'}]",,,,,,true,Universitat Ramon Llull,Barcelona,Spain,en,2024,Sanchez-Sepulveda M.V.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85204393110'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85204393110?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85204393110&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85204393110&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85204393110,SCOPUS_ID:85204393110,2-s2.0-85204393110,"Strategic planning for the development of a smart city in Tangerang, Indonesia: Integrating technology and innovation in urban development",Wibowo A.,"Journal of Infrastructure, Policy and Development",25727931,8,,2024-01-01,2024,10.24294/jipd.v8i9.5885,0,Journal,ar,Article,5885,21101052847,1,True,"[{'$': 'all'}, {'$': 'publisherfullgold'}]","[{'$': 'All Open Access'}, {'$': 'Gold'}]",25727923,,9,,,true,Hasanuddin University,Makassar,Indonesia,en,2024,Wibowo A.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85203070734'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85203070734?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85203070734&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85203070734&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85203070734,SCOPUS_ID:85203070734,2-s2.0-85203070734,Mixed-use urban land parcels identification integrating geospatial data and machine learning,Qu S.,Geo-Spatial Information Science,,,,2024-01-01,2024,10.1080/10095020.2024.2374996,2,Journal,ar,Article,,144618,1,True,"[{'$': 'all'}, {'$': 'publisherfullgold'}]","[{'$': 'All Open Access'}, {'$': 'Gold'}]",10095020,,,,,true,Ministry of Natural Resources of the People's Republic of China,Beijing,China,en,2024,Qu S.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85203046481'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85203046481?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85203046481&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85203046481&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85203046481,SCOPUS_ID:85203046481,2-s2.0-85203046481,BF-SAM: enhancing SAM through multi-modal fusion for fine-grained building function identification,Gong Z.,International Journal of Geographical Information Science,13658824,,,2024-01-01,2024,10.1080/13658816.2024.2399142,1,Journal,ar,Article,,28040,0,False,,,13658816,,,,,true,Peking University,Beijing,China,en,2024,Gong Z.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85200377449'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85200377449?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85200377449&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85200377449&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85200377449,SCOPUS_ID:85200377449,2-s2.0-85200377449,A spatial decision support framework for equitable sensor network distribution in the smart city,Zied Abozied E.,Geographical Journal,14754959,,,2024-01-01,2024,10.1111/geoj.12605,0,Journal,ar,Article,,28694,1,True,"[{'$': 'all'}, {'$': 'publisherhybridgold'}]","[{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]",00167398,,,,,true,Newcastle University,Newcastle,United Kingdom,en,2024,Zied Abozied E.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85199164848'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85199164848?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85199164848&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85199164848&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85199164848,SCOPUS_ID:85199164848,2-s2.0-85199164848,Learning spatial interaction representation with heterogeneous graph convolutional networks for urban land-use inference,Gong Z.,International Journal of Geographical Information Science,13658824,38,2235-2271,2024-01-01,2024,10.1080/13658816.2024.2379473,0,Journal,ar,Article,,28040,0,False,,,13658816,,11,,,true,Peking University,Beijing,China,en,2024,Gong Z.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85198702284'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85198702284?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85198702284&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85198702284&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85198702284,SCOPUS_ID:85198702284,2-s2.0-85198702284,Assessing urban renewal opportunities by combining 3D building information and geographic big data,Zhao X.,Geo-Spatial Information Science,,,,2024-01-01,2024,10.1080/10095020.2024.2378926,1,Journal,ar,Article,,144618,1,True,,,10095020,,,,,true,Nanjing University,Nanjing,China,en,2024,Zhao X.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85198604411'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85198604411?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85198604411&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85198604411&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/3-s2.0-B9780443140525000197'}]",https://api.elsevier.com/content/abstract/scopus_id/85198604411,SCOPUS_ID:85198604411,2-s2.0-85198604411,Meta-analysis of housing policy in India (1990–2022),Halder S.,"Homelessness to Hope: Research, Policy and Global Perspectives",,,347-364,2024-01-01,1 January 2024,10.1016/B978-0-443-14052-5.00019-7,1,Book,ch,Book Chapter,,21101235587,0,False,,,,,,"[{'@_fa': 'true', '$': '[9780443140525, 9780443140532]'}]",,true,Faculty,Malda,India,en,2024,Halder S.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85198429468'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85198429468?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85198429468&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85198429468&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85198429468,SCOPUS_ID:85198429468,2-s2.0-85198429468,Navigating Urban Futures: Exploring the Synergy of Geospatial Technology and Urbanism in Education and Practice,Sanchez-Sepulveda M.V.,Lecture Notes in Educational Technology,21964971,Part F2959,315-325,2024-01-01,2024,10.1007/978-981-97-2468-0_31,0,Book Series,ch,Book Chapter,,21100834881,0,False,,,21964963,,,,,true,Universitat Ramon Llull,Barcelona,Spain,en,2024,Sanchez-Sepulveda M.V.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85196269725'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85196269725?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85196269725&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85196269725&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85196269725,SCOPUS_ID:85196269725,2-s2.0-85196269725,"Evaluating 15-minute walkable life circles for the senior: a case study of Jiande, China",Xu Z.,Journal of Asian Architecture and Building Engineering,13472852,,,2024-01-01,2024,10.1080/13467581.2024.2367771,4,Journal,ar,Article,,12100154707,1,True,"[{'$': 'all'}, {'$': 'publisherfullgold'}]","[{'$': 'All Open Access'}, {'$': 'Gold'}]",13467581,,,,,true,Nanjing Forestry University,Nanjing,China,en,2024,Xu Z.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85196056418'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85196056418?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85196056418&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85196056418&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85196056418,SCOPUS_ID:85196056418,2-s2.0-85196056418,Characteristics and prediction of urban interaction networks from the perspective of traffic flow and text information flow,Liu L.,Environment and Planning B: Urban Analytics and City Science,23998091,,,2024-01-01,2024,10.1177/23998083241259814,0,Journal,ar,Article,,21101021196,0,False,,,23998083,,,,,true,Shandong University of Science and Technology,Qingdao,China,en,2024,Liu L.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85194589322'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85194589322?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85194589322&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85194589322&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85194589322,SCOPUS_ID:85194589322,2-s2.0-85194589322,Digital Collaborative Planning as a Path Toward Holistic Planning: A Case Study of Jerusalem’s Beit Safafa Neighborhood,Sigalov-Klein M.,Urban Book Series,23657588,Part F2839,69-86,2024-01-01,2024,10.1007/978-3-031-52235-2_5,0,Book Series,ch,Book Chapter,,21100889691,0,False,,,2365757X,,,,,true,Bar-Ilan University,Ramat Gan,Israel,en,2024,Sigalov-Klein M.
